barcode,code,YearWeek
TestProcessEligibleChannel2_4,XKKN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VAJT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XZ3D,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YMAH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MYCW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VRZP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EBX4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZQAZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XBCW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,W74Z,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C43T,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4LR2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GZ6N,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DJPQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6BTJ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YBFF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GDL2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,R66E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AWHQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G4B4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8RP4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G8DA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RK4K,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C8CQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MVL4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZGBA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9KDH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZJZJ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QQF8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QVNA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2HZM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,7Q87,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HJ7B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NDVJ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LZH3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VWG7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RTPF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KAYC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,96PH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HQKL,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XGEB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZYK7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,N6FT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XY8G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,J4PG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BTVN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G78A,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,B3K8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,72HP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HQ2B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PF48,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4DA6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,942T,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HHQ2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JQ3J,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,T2C2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,89AD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,96CW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4G22,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3C9T,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MQE8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3F7L,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Y7ZD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EJDE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Z4MC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2QY8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FVDA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,T48D,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YYF2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9VJF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8LGH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V4MT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C3HP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EL6P,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,L2N9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZL7B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4EY8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EVE6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,47FR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LBE3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MZLW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HZM6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XWXK,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6F22,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BEBB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JBGT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PWXF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AMFB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,TKD6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V4HD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,T97W,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RBRX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,E2LZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,D7YF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BLNG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,B4K8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KAHM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FLWR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Q6JB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LPJX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YWKG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LZ9D,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NRHW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C9AV,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BF9J,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,682F,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8L3Q,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6BXZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CDA7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,WYMR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3XFT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8J4X,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3WJF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LX7V,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Y32E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,R2KQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3N9D,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LG3D,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GKKQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KWXA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,38AD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,H9KQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GNX3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LYPV,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G6WG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QCDM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BKP6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,J68Y,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QKNG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VTQ6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RHKK,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,37QB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V8BK,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RGZA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8FFX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,W32B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,F9X6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VBBX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CQCE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RFV3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9Z3J,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EMLW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3MHR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,L9LW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GWW7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8XK9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KAHW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FFBG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JFVL,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KCRW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LX2L,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,M89Y,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,H4QL,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DGEF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NPXM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MEGE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,G299,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PEKV,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2X8T,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PNHL,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GEDQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BMXN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3DGN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3AFF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8TKN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2WZ9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8846,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JE3Z,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Q8DB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LXZH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2N9H,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NXY8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JXZC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CJRR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9Q7B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,99Z9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LFKE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MHCH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3XHM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CXBG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,H3DY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MF9N,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PVAE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QYHT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4NM2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,89X2,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FXCM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MFD4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C2C9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DDL7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BZ3R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KH6R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VE8R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,W6FF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3Y9A,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VR9Q,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VM3M,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2EQD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QP3E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RFBF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MRT6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BWGZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,T9VH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,C6CQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3LVC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HB8E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XGY7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,WFH3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,333W,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,TALA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V6NT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,96YN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RPGY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4Y6B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AP4V,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CW7B,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BHJZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9HZT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,B3QP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PZ87,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V72H,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,TNL9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,F89N,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3PDV,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,E93V,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BFXE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NY6R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,7J6G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DNBA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,A4K9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,64DR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,N74Y,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,86PZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4RXP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9RCP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,8PVY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6JEH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JVR3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4D6R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GN7L,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MX7P,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VX4L,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QMW6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DA4G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LKM6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,7Y4W,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AGKC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,E86E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MA6P,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,CKWV,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FM33,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6JVX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,R7CW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BA4H,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JKN3,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PQGN,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JGXL,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FFPZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,J7RD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VGD8,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ENLR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,7JFM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BHHF,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XHGG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VP4L,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AYKQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,WBQQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZEHD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9M3W,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DATK,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3MDB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6R3E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JRAR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,WWFA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GXH9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,32HC,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,BB98,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,4EVD,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,RP7G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,X66R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VE9G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,QTXB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FMGG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EJPX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HZEG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LCRK,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6GVA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,26EE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MWZQ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JWJ9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,7Z9E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HE7A,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,837X,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ENQX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,ZEQZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,TR3P,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DJHW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,AMDM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EHXP,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,6PR4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2HCT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YVFR,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,KDBB,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XN2K,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,W9CT,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,PB2X,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EAEZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,EKMW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,M924,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3T4R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DNEE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,GFEE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,Y9GM,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,MXWA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VPF7,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,V92V,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9GKA,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,2KCZ,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,YY2C,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NYC9,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,B32R,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DPBE,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,NZ8F,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,H2KX,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,VZ3F,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,LRH4,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,JER6,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,X64W,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,34TH,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,762V,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,XN2G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3H6E,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,FT3K,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,R24J,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,HFGG,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,3H2G,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,DKPY,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,9NQW,TestProcessEligibleChannel2_4
TestProcessEligibleChannel2_4,A2HP,TestProcessEligibleChannel2_4
